"firstName","familyName","fullName","start","einde","title","rangorde","mandataris","persoon"
,"Willy D_havé","Willy D_havé",1981-12-22,1985-12-10,"Voorzitter",,"http://kanselarij.vo.data.gift/id/mandatarissen/821d6410-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/821d615e-dec2-11e9-aa72-0242c0a80002"
,"Breyne","Breyne",1988-02-03,1988-10-18,"GM van Huisvesting",,"http://kanselarij.vo.data.gift/id/mandatarissen/82158ca4-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8214b77a-dec2-11e9-aa72-0242c0a80002"
,"Coens","Coens",1988-10-18,1992-01-21,"Onderwijs",,"http://kanselarij.vo.data.gift/id/mandatarissen/820f8e6c-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820efd9e-dec2-11e9-aa72-0242c0a80002"
,"Geens","Geens",1988-10-18,1992-01-21,"Voorzitte",,"http://kanselarij.vo.data.gift/id/mandatarissen/82110a12-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820ed3f0-dec2-11e9-aa72-0242c0a80002"
,"Verhofstadt","Verhofstadt",1985-12-10,1988-02-03,"Minister",,"http://kanselarij.vo.data.gift/id/mandatarissen/82170962-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8217067e-dec2-11e9-aa72-0242c0a80002"
,"Stevaert","Stevaert",1995-06-20,1999-07-13,"VM Openbare Werken, Vervoer en Ruimtelijke Ordening",,"http://kanselarij.vo.data.gift/id/mandatarissen/81fcafae-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81f1fc26-dec2-11e9-aa72-0242c0a80002"
,"Peeters","Peeters",2007-06-28,2009-07-13,"VM Openbare Werken, Energie, Leefmilieu en Natuur",,"http://kanselarij.vo.data.gift/id/mandatarissen/81e4a6ca-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81e1f8ee-dec2-11e9-aa72-0242c0a80002"
,"Buchmann","Buchmann",1981-12-22,1985-12-10,"GM Huisvesting",,"http://kanselarij.vo.data.gift/id/mandatarissen/8218946c-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8218920a-dec2-11e9-aa72-0242c0a80002"
,"Dupre","Dupre",1988-02-03,1988-10-18,"GM Leefmilieu, Landinrinchting en KMO-beleid",,"http://kanselarij.vo.data.gift/id/mandatarissen/82153696-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8214af0a-dec2-11e9-aa72-0242c0a80002"
,"De Saeger","De Saeger",1981-12-22,1985-12-10,"Federaal minister",,"http://kanselarij.vo.data.gift/id/mandatarissen/821ce382-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/821ce0d0-dec2-11e9-aa72-0242c0a80002"
,"Sauwens","Sauwens",1992-02-05,1992-10-20,"GM Verkeer, Buitenlandse Handel en                    Staatshervorming",,"http://kanselarij.vo.data.gift/id/mandatarissen/820dcb36-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81f7e578-dec2-11e9-aa72-0242c0a80002"
,"Geens","Geens",1988-10-18,1992-01-21,"Voorzttter. GM Economie, Middenstand en Energie",,"http://kanselarij.vo.data.gift/id/mandatarissen/82125c82-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820ed3f0-dec2-11e9-aa72-0242c0a80002"
,"Molitor","Molitor",1981-12-22,1985-12-10,"Voorzitter",,"http://kanselarij.vo.data.gift/id/mandatarissen/821bd636-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/821bd35c-dec2-11e9-aa72-0242c0a80002"
,"Sauwens","Sauwens",1999-07-13,2003-06-05,"VM Binnenlandse Aangelegenheden, Ambtenarenzaken en Sport",,"http://kanselarij.vo.data.gift/id/mandatarissen/81f7e6c2-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81f7e578-dec2-11e9-aa72-0242c0a80002"
,"Weckx","Weckx",1992-02-05,1992-10-20,"GM Cultuur en Brusselse Aangelegenheden",,"http://kanselarij.vo.data.gift/id/mandatarissen/820d1b6e-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8205f672-dec2-11e9-aa72-0242c0a80002"
,"Steyaert","Steyaert",1981-12-22,1985-12-10,"GM gezin en welzijnszorg",,"http://kanselarij.vo.data.gift/id/mandatarissen/821c6d44-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8215de52-dec2-11e9-aa72-0242c0a80002"
,"Dupré","Dupré",1985-12-10,1988-02-03,"GM Huisvesting",,"http://kanselarij.vo.data.gift/id/mandatarissen/821606b6-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8214ed9e-dec2-11e9-aa72-0242c0a80002"
,"Coens","Coens",1988-10-18,1992-01-21,"GM Onderwijs",,"http://kanselarij.vo.data.gift/id/mandatarissen/820eff56-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820efd9e-dec2-11e9-aa72-0242c0a80002"
,"Galle","Galle",1981-12-22,1985-12-10,"GM van Binnenlandse Aangelegenheden",,"http://kanselarij.vo.data.gift/id/mandatarissen/821c87fc-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/82186b36-dec2-11e9-aa72-0242c0a80002"
,"Peeters","Peeters",1992-10-20,1995-06-20,"VM Tewerkstelling en Sociale Aangelegenheden",,"http://kanselarij.vo.data.gift/id/mandatarissen/82061e68-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81e1f8ee-dec2-11e9-aa72-0242c0a80002"
,"Baeteman","Baeteman",1981-12-22,1985-12-10,"Kamervoorzitter",,"http://kanselarij.vo.data.gift/id/mandatarissen/821a23fe-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/821a217e-dec2-11e9-aa72-0242c0a80002"
,"Steyaert","Steyaert",1985-12-10,1988-02-03,"GM Gezin en welzijnszorg",,"http://kanselarij.vo.data.gift/id/mandatarissen/82163474-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8215de52-dec2-11e9-aa72-0242c0a80002"
,"De Ryck","De Ryck",1981-12-22,1985-12-10,"Secretaris-generaal",,"http://kanselarij.vo.data.gift/id/mandatarissen/821a6aee-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8217d68a-dec2-11e9-aa72-0242c0a80002"
,"Detiège","Detiège",1992-10-20,1995-06-20,"VM Tewerkstelling en Sociale Aangelegenheden",,"http://kanselarij.vo.data.gift/id/mandatarissen/820cbd18-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820cbb60-dec2-11e9-aa72-0242c0a80002"
,"Crevits","Crevits",2007-06-28,2009-07-13,"VM Openbare Werken, Energie, Leefmilieu en Natuur",,"http://kanselarij.vo.data.gift/id/mandatarissen/81e1b794-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81e1b67c-dec2-11e9-aa72-0242c0a80002"
,"Detiège","Detiège",1992-02-05,1992-10-20,"GM Tewerkstelling en Sociale Aangelegenheden",,"http://kanselarij.vo.data.gift/id/mandatarissen/820dbce0-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820cbb60-dec2-11e9-aa72-0242c0a80002"
,"Sauwens","Sauwens",1988-10-18,1992-01-21,"GM van openbare Werken en Verkeer",,"http://kanselarij.vo.data.gift/id/mandatarissen/82124792-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81f7e578-dec2-11e9-aa72-0242c0a80002"
,"Schiltz","Schiltz",1981-12-22,1985-12-10,"GM Financiën",,"http://kanselarij.vo.data.gift/id/mandatarissen/821c18c6-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/82188cba-dec2-11e9-aa72-0242c0a80002"
,"Dupre","Dupre",1988-02-03,1988-10-18,"Gm Leefmilieu, Landinrichting en KMO-beleid",,"http://kanselarij.vo.data.gift/id/mandatarissen/82151b34-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8214af0a-dec2-11e9-aa72-0242c0a80002"
,"Van Grembergen","Van Grembergen",2003-06-10,2004-07-20,"VM Binnenlandse Aangelegenheden, Cultuur, Jeugd en Ambtenarenzaken",,"http://kanselarij.vo.data.gift/id/mandatarissen/81eced1c-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81ecec18-dec2-11e9-aa72-0242c0a80002"
,"Schitlz","Schitlz",1981-12-22,1985-12-10,"GM Financiën en Begroting",,"http://kanselarij.vo.data.gift/id/mandatarissen/821bbc64-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/821bb976-dec2-11e9-aa72-0242c0a80002"
,"Coens","Coens",1988-10-18,1992-01-21,"GM van Onderwijs",,"http://kanselarij.vo.data.gift/id/mandatarissen/8210860a-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820efd9e-dec2-11e9-aa72-0242c0a80002"
,"Geens","Geens",1981-12-22,1985-12-10,"GM Economie en Werkgelegenheid",,"http://kanselarij.vo.data.gift/id/mandatarissen/821dfd08-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820ed3f0-dec2-11e9-aa72-0242c0a80002"
,"Peeters","Peeters",2007-06-28,2009-07-13,"Minister-president",,"http://kanselarij.vo.data.gift/id/mandatarissen/81e1f9d4-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81e1f8ee-dec2-11e9-aa72-0242c0a80002"
,"akkermans","akkermans",1981-12-22,1985-12-10,"GM Ruimtelijke Ordening, Landinrichting en Natuurbehoud",,"http://kanselarij.vo.data.gift/id/mandatarissen/821a78d6-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/821a75ca-dec2-11e9-aa72-0242c0a80002"
,"Tindemans","Tindemans",1985-12-10,1988-02-03,"Minister buitenlandse betrekkingen",,"http://kanselarij.vo.data.gift/id/mandatarissen/82178a18-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/82178784-dec2-11e9-aa72-0242c0a80002"
,"Van Rompuy","Van Rompuy",1995-06-20,1999-07-13,"VM Economie, KMO, Landbouw en Media",,"http://kanselarij.vo.data.gift/id/mandatarissen/81fdb1d8-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fdb070-dec2-11e9-aa72-0242c0a80002"
,"Van Grembergen","Van Grembergen",1999-07-13,2003-06-05,"VM Binnenlandse Aangelegenheden, Huisvesting en Ambtenarenzaken",,"http://kanselarij.vo.data.gift/id/mandatarissen/81f6cb16-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81ecec18-dec2-11e9-aa72-0242c0a80002"
,"Steyaert","Steyaert",1981-12-22,1985-12-10,"GM Welzijnszorg",,"http://kanselarij.vo.data.gift/id/mandatarissen/821c3afe-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8215de52-dec2-11e9-aa72-0242c0a80002"
,"Weckx","Weckx",1988-02-03,1988-10-18,"GM Onderwijs en Binnenlandse Aangelegenheden",,"http://kanselarij.vo.data.gift/id/mandatarissen/821558c4-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8205f672-dec2-11e9-aa72-0242c0a80002"
"Lydia","Peeters","Lydia Peeters",2019-07-17T22:00:00Z,2019-09-30T22:00:00Z,"Vlaams minister van Begroting, Financiën, Energie, Cultuur, Media en Jeugd",3,"http://kanselarij.vo.data.gift/id/mandatarissen/5D9B3DE5B158960008000012","http://kanselarij.vo.data.gift/id/personen/819ef756-dec2-11e9-aa72-0242c0a80002"
"Ben","Weyts","Ben Weyts",2019-07-01T22:00:00Z,2019-09-30T22:00:00Z,"Vlaams minister van Mobiliteit, Openbare Werken, Vlaamse Rand, Buitenlands Beleid, Onroerend Erfgoed en Dierenwelzijn",4,"http://kanselarij.vo.data.gift/id/mandatarissen/5D9B3E1BB158960008000013","http://example.com/person/8ac8eb8e-9916-44dd-9349-a976faf74766"
"Sven","Gatz","Sven Gatz",2019-07-17T22:00:00Z,2019-09-30T22:00:00Z,"Vlaams minister van Brusselse aangelegenheden",7,"http://kanselarij.vo.data.gift/id/mandatarissen/5D9B3E45B158960008000014","http://example.com/person/9deaa1db-9cb8-4125-97e6-b4641fba803f"
"Hilde","Crevits","Hilde Crevits",2019-10-01T22:00:00Z,2024-10-07T16:46:41.499Z,"Vlaams minister van Economie, Innovatie, Werk, Sociale economie en Landbouw",2,"http://kanselarij.vo.data.gift/id/mandatarissen/5D9B6BF16B1B810008000169","http://example.com/person/c2a7e1d0-40ba-47bf-b6be-0e4ab3725161"
"Bart","Somers","Bart Somers",2019-10-01T22:00:00Z,2024-10-07T16:47:33.659Z,"Vlaams minister van Binnenlands Bestuur, Bestuurszaken, Inburgering en Gelijke Kansen",3,"http://kanselarij.vo.data.gift/id/mandatarissen/5D9B6C256B1B81000800016B","http://kanselarij.vo.data.gift/id/personen/81eccf44-dec2-11e9-aa72-0242c0a80002"
"Ben","Weyts","Ben Weyts",2019-10-01T22:00:00Z,2024-10-07T16:47:59.795Z,"Vlaams minister van Onderwijs, Sport, Dierenwelzijn en Vlaamse Rand",4,"http://kanselarij.vo.data.gift/id/mandatarissen/5D9B6C3F6B1B81000800016C","http://example.com/person/8ac8eb8e-9916-44dd-9349-a976faf74766"
"Lydia","Peeters","Lydia Peeters",2019-10-01T22:00:00Z,2024-10-07T16:50:59.795Z,"Vlaams minister van Mobiliteit en Openbare Werken",8,"http://kanselarij.vo.data.gift/id/mandatarissen/5D9B6CF36B1B810008000173","http://kanselarij.vo.data.gift/id/personen/819ef756-dec2-11e9-aa72-0242c0a80002"
"Leo","Peeters","Leo Peeters",1995-06-20,1999-07-13,"VM van Binnenlandse Aangelegenheden, Stedelijk Beleid en Huisvesting",,"http://kanselarij.vo.data.gift/id/mandatarissen/81fbfaaa-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fbf960-dec2-11e9-aa72-0242c0a80002"
"Frank","Vandenbroucke","Frank Vandenbroucke",2004-07-20,2007-06-27,"VM van Werk, Onderwijs en Vorming",,"http://kanselarij.vo.data.gift/id/mandatarissen/81e4b840-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81ddbbbc-dec2-11e9-aa72-0242c0a80002"
"Eddy","Baldewijns","Eddy Baldewijns",1995-06-20,1999-07-13,"VM van Openbare Werken, Vervoer en Ruimtelijke Ordening",,"http://kanselarij.vo.data.gift/id/mandatarissen/81ffb0aa-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fbe0b0-dec2-11e9-aa72-0242c0a80002"
"Patricia","Ceysens","Patricia Ceysens",2003-06-10,2004-07-20,"VM van Economie, Buitenlands Beleid en E-government",,"http://kanselarij.vo.data.gift/id/mandatarissen/81ecd4e4-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81dd2666-dec2-11e9-aa72-0242c0a80002"
"Renaat","Landuyt","Renaat Landuyt",2003-06-10,2004-07-20,"VM van Werkgelegenheid en Toerisme",,"http://kanselarij.vo.data.gift/id/mandatarissen/81ecc3c8-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81ecc2b0-dec2-11e9-aa72-0242c0a80002"
"Luc","Van Den Brande","Luc Van Den Brande",1992-02-05,1992-10-20,"Voorzitter van de Vlaamse Executieve",,"http://kanselarij.vo.data.gift/id/mandatarissen/820cec16-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fbddb8-dec2-11e9-aa72-0242c0a80002"
"Adelheid","Byttebier","Adelheid Byttebier",1999-07-13,2003-06-05,"VM van Welzijn, Gezondheid en Gelijke Kansen",,"http://kanselarij.vo.data.gift/id/mandatarissen/81f1286e-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81ecdb9c-dec2-11e9-aa72-0242c0a80002"
"Dirk","Van Mechelen","Dirk Van Mechelen",2003-06-10,2004-07-20,"VM van Financiën en Begroting, Innovatie, Media en Ruimtelijke Ordening",,"http://kanselarij.vo.data.gift/id/mandatarissen/81f0fb78-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81ddb23e-dec2-11e9-aa72-0242c0a80002"
"Guy","Vanhengel","Guy Vanhengel",1999-07-13,2003-06-05,"VM van Sport en Brusselse Aangelegenheden",,"http://kanselarij.vo.data.gift/id/mandatarissen/81f1dcfa-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81f1565e-dec2-11e9-aa72-0242c0a80002"
"Patrick","Dewael","Patrick Dewael",1999-07-13,2003-06-05,"VM van Financiën, Begroting, Buitenlands Beleid en Europese Aangelegenheden",,"http://kanselarij.vo.data.gift/id/mandatarissen/81f7054a-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81f12d5a-dec2-11e9-aa72-0242c0a80002"
"Hugo","Weckx","Hugo Weckx",1992-02-05,1992-10-20,"GM van Cultuur en Brusselse Aangelegenheden",,"http://kanselarij.vo.data.gift/id/mandatarissen/820cf5ee-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/82033fb8-dec2-11e9-aa72-0242c0a80002"
"Luc","Van Den Brande","Luc Van Den Brande",1992-10-20,1995-06-20,"VM van Economie, KMO, Wetenschapsbeleid, Energie en Externe Betrekkingen",,"http://kanselarij.vo.data.gift/id/mandatarissen/8209b564-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fbddb8-dec2-11e9-aa72-0242c0a80002"
"Geert","Bourgeois","Geert Bourgeois",2007-06-28,2009-07-13,"VM van Bestuurszaken, Buitenlands Beleid, Media en Toerisme",,"http://kanselarij.vo.data.gift/id/mandatarissen/81e05700-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/819f36e4-dec2-11e9-aa72-0242c0a80002"
"Hilde","Crevits","Hilde Crevits",2007-06-28,2009-07-13,"VM van Openbare Werken, Energie, Leefmilieu en Natuur",,"http://kanselarij.vo.data.gift/id/mandatarissen/81ddc3e6-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/819eb368-dec2-11e9-aa72-0242c0a80002"
"Paul","Van Grembergen","Paul Van Grembergen",1999-07-13,2003-06-05,"VM van Binnenlandse Aangelegenheden, Huisvesting en Ambtenarenzaken",,"http://kanselarij.vo.data.gift/id/mandatarissen/81f6c67a-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81ecc59e-dec2-11e9-aa72-0242c0a80002"
"Hugo","Weckx","Hugo Weckx",1995-06-20,1999-07-13,"VM van Cultuur en Brusselse Aangelegenheden",,"http://kanselarij.vo.data.gift/id/mandatarissen/8203413e-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/82033fb8-dec2-11e9-aa72-0242c0a80002"
"Marino","Keulen","Marino Keulen",2007-06-28,2009-07-13,"VM van Economie, Ondernemen, Wetenschap, Innovatie en Buitenlandse Handel",,"http://kanselarij.vo.data.gift/id/mandatarissen/81ddfb90-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81ddb450-dec2-11e9-aa72-0242c0a80002"
"Mieke","Vogels","Mieke Vogels",1999-07-13,2003-06-05,"VM van Welzijn, Gezondheid, Gelijke Kansen en Ontwikkelingssamenwerking",,"http://kanselarij.vo.data.gift/id/mandatarissen/81f13444-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81f13318-dec2-11e9-aa72-0242c0a80002"
"Bert","Anciaux","Bert Anciaux",2004-07-20,2007-06-27,"VM van Cultuur, Jeugd, Sport en Brussel",,"http://kanselarij.vo.data.gift/id/mandatarissen/81e4d9a6-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81ddbe50-dec2-11e9-aa72-0242c0a80002"
"Luc","Van Den Bossche","Luc Van Den Bossche",1995-06-20,1999-07-13,"VM  van Onderwijs en Ambtenarenzaken",,"http://kanselarij.vo.data.gift/id/mandatarissen/81ffbdca-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81ffa7ea-dec2-11e9-aa72-0242c0a80002"
"Philippe","Muyters","Philippe Muyters",2009-07-13,2014-07-25,"VM van Energie, Wonen, Steden en Sociale Economie",,"http://kanselarij.vo.data.gift/id/mandatarissen/81dd3ed0-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/819eb5ca-dec2-11e9-aa72-0242c0a80002"
"Renaat","Landuyt","Renaat Landuyt",1999-07-13,2003-06-05,"VM van Werkgelegenheid en Toerisme",,"http://kanselarij.vo.data.gift/id/mandatarissen/81f136ce-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81ecc2b0-dec2-11e9-aa72-0242c0a80002"
"Fientje","Moerman","Fientje Moerman",2007-06-28,2009-07-13,"VM van Economie, Ondernemen, Wetenschap, Innovatie en Buitenlandse Handel",,"http://kanselarij.vo.data.gift/id/mandatarissen/81e3c82c-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81e3c728-dec2-11e9-aa72-0242c0a80002"
"Pascal","Smet","Pascal Smet",2009-07-13,2014-07-25,"VM van Financiën, Begroting, Werk, Ruimtelijke Ordening en Sport",,"http://kanselarij.vo.data.gift/id/mandatarissen/81dd6cde-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81c3bb2c-dec2-11e9-aa72-0242c0a80002"
"Steve","Stevaert","Steve Stevaert",1995-06-20,1999-07-13,"VM van Openbare Werken, Vervoer en Ruimtelijke Ordening",,"http://kanselarij.vo.data.gift/id/mandatarissen/81fbebd2-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81f1e056-dec2-11e9-aa72-0242c0a80002"
"Theo","Kelchtermans","Theo Kelchtermans",1992-10-20,1995-06-20,"VM van Openbare Werken, Ruimtelijke Ordening en Binnenlandse Aangelegenheden",,"http://kanselarij.vo.data.gift/id/mandatarissen/82060c48-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fbedc6-dec2-11e9-aa72-0242c0a80002"
"Van den Brande (VR/95/29.03/doc.0227), Van den Brande   (VR/95/29.03/doc.0243),      Peeters","A. B.","Van den Brande (VR/95/29.03/doc.0227), Van den Brande   (VR/95/29.03/doc.0243),      Peeters A. B.",1992-10-20,1995-06-20,"A. minister-president, B. minister-president,     VM Tewerkstelling   en Sociale Aangelegenheden",,"http://kanselarij.vo.data.gift/id/mandatarissen/820678cc-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/82067746-dec2-11e9-aa72-0242c0a80002"
"Kathleen","Van Brempt","Kathleen Van Brempt",2007-06-28,2009-07-13,"VM van Mobiliteit, Sociale Economie en Gelijke Kansen",,"http://kanselarij.vo.data.gift/id/mandatarissen/81ddc1fc-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81ddc134-dec2-11e9-aa72-0242c0a80002"
"Luc","Van Den Bossche","Luc Van Den Bossche",1988-10-18,1992-01-21,"GM van Binnenlandse Aangelegenheden en Openbaar Ambt",,"http://kanselarij.vo.data.gift/id/mandatarissen/820ee962-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81ffa7ea-dec2-11e9-aa72-0242c0a80002"
"Kris","Peeters","Kris Peeters",2007-06-28,2009-07-13,"VM van Openbare Werken, Energie, Leefmilieu en Natuur",,"http://kanselarij.vo.data.gift/id/mandatarissen/81de4f78-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81c39f20-dec2-11e9-aa72-0242c0a80002"
"Dirk","Van Mechelen","Dirk Van Mechelen",2003-06-10,2004-07-20,"VM van Financiën en Begroting, Ruimtelijke Ordening, Wetenschappen en Technologische Innovatie",,"http://kanselarij.vo.data.gift/id/mandatarissen/81ecdfac-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81ddb23e-dec2-11e9-aa72-0242c0a80002"
"Luc","Van Den Brande","Luc Van Den Brande",1995-06-20,1999-07-13,"Minister-president van de Vlaamse regering",,"http://kanselarij.vo.data.gift/id/mandatarissen/81fbdf20-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fbddb8-dec2-11e9-aa72-0242c0a80002"
"Charles","R.","Charles R.",1981-12-22,1985-12-10,"Voorzitter",,"http://kanselarij.vo.data.gift/id/mandatarissen/821d4cdc-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/821d4a2a-dec2-11e9-aa72-0242c0a80002"
"Kris","Peeters","Kris Peeters",2009-07-13,2014-07-25,"VM van Energie, Wonen, Steden en Sociale Economie",,"http://kanselarij.vo.data.gift/id/mandatarissen/81dce19c-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81c39f20-dec2-11e9-aa72-0242c0a80002"
"Theo","Kelchtermans","Theo Kelchtermans",1992-02-05,1992-10-20,"GM van Openbare Werken, Ruimtelijke Ordening en Binnenlandse Aangelegenheden",,"http://kanselarij.vo.data.gift/id/mandatarissen/820cf26a-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fbedc6-dec2-11e9-aa72-0242c0a80002"
"Ingrid","Lieten","Ingrid Lieten",2009-07-13,2014-07-25,"VM van Innovatie, Overheidsinvesteringen, Media en Armoedebestrijding",,"http://kanselarij.vo.data.gift/id/mandatarissen/81c3a5b0-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81c3a510-dec2-11e9-aa72-0242c0a80002"
"Geert","Bourgeois","Geert Bourgeois",2009-07-13,2014-07-25,"VM van Mobiliteit en Openbare Werken",,"http://kanselarij.vo.data.gift/id/mandatarissen/81dd79c2-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/819f36e4-dec2-11e9-aa72-0242c0a80002"
"Waltniel","L.","Waltniel L.",1988-10-18,1992-01-21,"GM Ruimtelijke Ordening en Huisvesting",,"http://kanselarij.vo.data.gift/id/mandatarissen/821318c0-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/821316ae-dec2-11e9-aa72-0242c0a80002"
"Hugo","Weckx","Hugo Weckx",1992-10-20,1995-06-20,"VM van Cultuur en Brusselse Aangelegenheden",,"http://kanselarij.vo.data.gift/id/mandatarissen/82061620-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/82033fb8-dec2-11e9-aa72-0242c0a80002"
"Lydia","Peeters","Lydia Peeters",2019-07-02,,"VM van Begroting, Financiën, Energie, Cultuur, Media en Jeugd",,"http://kanselarij.vo.data.gift/id/mandatarissen/819f26a4-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/819ef756-dec2-11e9-aa72-0242c0a80002"
