,Reg of man,Verkiezing,RegeerperiodeVan,RegeerperiodeTot,Referentie bevoegdheidsbesluit in Codex / URL uitslag,Referentie in K,,Naam regering,Naam,Toelichting,SamenstellingVan,SamenstellingTot,VoornaamMandaathouder,AchternaamMandaathouder,Partij,MP/Vice,rang,Titel,Redactioneel kader
11,periode,5/26/2019,2019,2024,https://www.vlaanderenkiest.be/verkiezingen2019/#/,,,Jambon,Jambon,,,,,,,,,,
1,regering,,2019,2024,https://codex.vlaanderen.be/Zoeken/Document.aspx?DID=1032376&param=informatie,BVR 2/10/2019,https://kaleidos.vlaanderen.be/vergadering/5D9B6DCA6B1B810008000176/agenda/5D9B6DCA6B1B810008000177/agendapunten/5D9B8AED6B1B8100080001AA/beslissingen,Jambon,Jambon,Nieuwe regering na verkiezingen,10/2/2019,,,,,,,,
2,mandaat,,2019,2024,,,,Jambon,Jambon,,,,Jan,Jambon,N-VA,minister-president van de Vlaamse Regering,1,"Vlaams minister van Buitenlandse Zaken, Cultuur, ICT en Facilitair Management",
3,mandaat,,2019,2024,,,,Jambon,Jambon,,,,Hilde,Crevits,CD&V,Viceminister-president van de Vlaamse Regering,2,"Vlaams minister van Economie, Innovatie, Werk, Sociale economie en Landbouw",
4,mandaat,,2019,2024,,,,Jambon,Jambon,,,,Bart,Somers,Open Vld,Viceminister-president van de Vlaamse Regering,3,"Vlaams minister van Binnenlands Bestuur, Bestuurszaken, Inburgering en Gelijke Kansen",
5,mandaat,,2019,2024,,,,Jambon,Jambon,,,,Ben,Weyts,N-VA,Viceminister-president van de Vlaamse Regering,4,"Vlaams minister van Onderwijs, Sport, Dierenwelzijn en Vlaamse Rand",
6,mandaat,,2019,2024,,,,Jambon,Jambon,,,,Zuhal,Demir,N-VA,,5,"Vlaams minister van Justitie en Handhaving, Omgeving, Energie en Toerisme",
7,mandaat,,2019,2024,,,,Jambon,Jambon,,,,Wouter,Beke,CD&V,,6,"Vlaams minister van Welzijn, Volksgezondheid, Gezin en Armoedebestrijding",
8,mandaat,,2019,2024,,,,Jambon,Jambon,,,,Matthias,Diependale,N-VA,,7,"Vlaams minister van Financiën en Begroting, Wonen en Onroerend Erfgoed",
9,mandaat,,2019,2024,,,,Jambon,Jambon,,,,Lydia,Peeters,Open Vld,,8,Vlaams minister van Mobiliteit en Openbare Werken,
10,mandaat,,2019,2024,,,,Jambon,Jambon,,,,Benjamin,Dalle,CD&V,,9,"Vlaams minister van Brussel, Jeugd en Media",
